ARMOR_BONUS,ATTACK_BONUS,ATTRIBUTE,ATTRIBUTE_LABEL,BASE_MANA_COST,BOARD_POSITION_RELATIVE,BOARD_POSITION_RELATIVE_LABEL,CANNOT_RECEIVE_OWNED,CANNOT_RECEIVE_OWNED_LABEL,CARD_DESC_TYPE,CARD_DESC_TYPE_LABEL,CARD_LOCATION,CARD_LOCATION_LABEL,CARD_TYPE,CARD_TYPE_LABEL,CLASS,CLASS_LABEL,EXCLUSIVE,EXCLUSIVE_LABEL,FULL_MANA_CRYSTALS,FULL_MANA_CRYSTALS_LABEL,HERO_CLASS,HERO_CLASS_LABEL,HOW_MANY,HP_BONUS,MANA,MANA_MODIFIER,OPERATION,OPERATION_LABEL,RANDOM_TARGET,RANDOM_TARGET_LABEL,RANK,RARITY,RARITY_LABEL,SECONDARY_VALUE,SUB_SPELL_COUNT,SUB_SPELL_PROBABILITY,SUB_SPELL_RANK,SUB_TRIGGER_COUNT,SUB_TRIGGER_PROBABILTY,SUB_TRIGGER_RANK,SUMMON_BASE_ATTACK,SUMMON_BASE_HP,SUMMON_CHARGE,SUMMON_CHARGE_LABEL,SUMMON_DIVINE_SHIELD,SUMMON_DIVINE_SHIELD_LABEL,SUMMON_RACE,SUMMON_STEALTH,SUMMON_STEALTH_LABEL,SUMMON_TAUNT,SUMMON_TAUNT_LABEL,SUMMON_TRIGGERS,SUMMON_WINDFURY,SUMMON_WINDFURY_LABEL,TARGET_PLAYER,TARGET_PLAYER_LABEL,TARGET_SELECTION,TARGET_SELECTION_LABEL,VALUE
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,1,0,FREE,,,,,0,0.0,2,1,1,,,,,BEAST,,,,,[],,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,4,1,,,,,BEAST,,,,,[],,,,,,,
,,,,5,,,,,,,,,,,106,SummonCopySpell,,,,,11,WARRIOR,,,,,,,,,0,3,EPIC,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,8,ROGUE,,,,,,,,,0,4,LEGENDARY,,,,,2,1.0,1,3,2,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,4,,,,,,,,,,,84,ReceiveRandomCardSpell,,,,,8,ROGUE,,,,,,,,,1,4,LEGENDARY,,6,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,1,,,,,,,,,,,92,ReturnMinionToHandSpell,,,,,8,ROGUE,,,,,,,,,2,0,FREE,,1,1.0,3,,,,,,,,,,,,,,,,,,,,7,FRIENDLY_MINIONS,
,,,,1,,,,,,,,,,,11,CardCostModifierSpell,,,,,8,ROGUE,,,,,,,,,3,0,FREE,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,3,,,1,,,,,,,,,,,9,BuffSpell,,,,,8,ROGUE,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,36,STEALTH,1,,,,,,,,,,,0,AddAttributeSpell,,,,,8,ROGUE,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,7,FRIENDLY_MINIONS,
,,,,1,,,,,,,,,,,27,DamageSpell,,,,,8,ROGUE,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,2,ANY,2
,,,,1,,,,,,,,,,,41,DrawCardSpell,,,,,8,ROGUE,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,0,NONE,1
,,,,4,,,,,,,,,,,84,ReceiveRandomCardSpell,,,,,8,ROGUE,,,,,,,,,1,4,LEGENDARY,,6,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,92,ReturnMinionToHandSpell,,,,,8,ROGUE,,,,,,,,,2,0,FREE,,1,1.0,3,,,,,,,,,,,,,,,,,,,,7,FRIENDLY_MINIONS,
,,,,1,,,,,,,,,,,11,CardCostModifierSpell,,,,,8,ROGUE,,,,,,,,,3,0,FREE,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,3,,,1,,,,,,,,,,,9,BuffSpell,,,,,8,ROGUE,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,36,STEALTH,1,,,,,,,,,,,0,AddAttributeSpell,,,,,8,ROGUE,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,7,FRIENDLY_MINIONS,
,,,,1,,,,,,,,,,,27,DamageSpell,,,,,8,ROGUE,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,2,ANY,2
,,,,1,,,,,,,,,,,41,DrawCardSpell,,,,,8,ROGUE,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,0,NONE,1
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,0,3,EPIC,,,,,1,1.0,1,5,3,0,false,0,false,BEAST,0,false,0,false,,0,false,,,,,
,,,,7,,,,,,,1,HAND,,,76,PutRandomMinionOnBoardSpell,,,,,3,DRUID,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,0,SELF,,,1
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,8,ROGUE,,,,,,,,,0,3,EPIC,,,,,1,1.0,1,1,1,0,false,0,false,,1,true,0,false,,0,false,,,,,
,,,,2,,,,,,,,,,,31,DestroySpell,,,,,8,ROGUE,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,1,1.0,1,4,4,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,3,,,,,,,,,,,67,ModifyMaxManaSpell,,,,,0,ANY,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,1,OPPONENT,0,NONE,1
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,5,MAGE,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,2,1,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,2,,,,,,,,,,,83,ReceiveCardSpell,,,,,5,MAGE,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,3,AddSpellTriggerSpell,,,,,10,WARLOCK,,,,,,,,,0,0,FREE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,6,ENEMY_MINIONS,
,,,,5,,,,,,,,,,,119,TemporaryAttackSpell,,,,,9,SHAMAN,,,,,,,,,0,0,FREE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,3
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,0,0.0,1,2,2,,,,,,,,,,[],,,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,5,,,,,,,,,,[],,,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,2,2,0,false,0,false,,0,false,0,false,[],0,false,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,2,1,0,false,0,false,MECH,0,false,0,false,,0,false,,,,,
,,,,1,,,,,,,,,,,84,ReceiveRandomCardSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,7,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,1,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,16,FROZEN,1,,,,,,,,,,,0,AddAttributeSpell,,,,,0,ANY,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,36,STEALTH,1,,,,,,,,,,,0,AddAttributeSpell,,,,,0,ANY,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,7,FRIENDLY_MINIONS,
,,,,1,,,,,,,,,,,114,SwapAttackAndHpSpell,,,,,0,ANY,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,22,TAUNT,1,,,,,,,,,,,0,AddAttributeSpell,,,,,0,ANY,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,1,,,,,,,,,,,92,ReturnMinionToHandSpell,,,,,0,ANY,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,7,FRIENDLY_MINIONS,
,1,,,1,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,7,,,,,,,,,,,113,SummonSpell,,,,,6,PALADIN,,,,,,,,,0,0,FREE,,,,,1,1.0,1,5,6,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,7,,,,,,,,,,,52,HealSpell,,,,,6,PALADIN,,,,,,,,,1,0,FREE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,6
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,8,ROGUE,,,,,,,,,0,2,RARE,,,,,1,1.0,1,3,4,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,3,,,,,,,,,,,23,CopyDeathrattleSpell,,,,,8,ROGUE,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,7,FRIENDLY_MINIONS,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,0,2,RARE,,,,,2,1.0,1,2,3,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,2,,,,,,,,,,,67,ModifyMaxManaSpell,,,,,3,DRUID,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,1
,,,,2,,,,,,,,,,,67,ModifyMaxManaSpell,,,,,3,DRUID,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,-1
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,10,WARLOCK,,,,,,,,,0,3,EPIC,,,,,1,1.0,1,9,9,,,,,MECH,,,,,,,,,,,,
,,,,6,,,,,,,,,,,31,DestroySpell,,,,,10,WARLOCK,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,1,1.0,1,2,3,0,false,0,false,MURLOC,0,false,0,false,,0,false,,,,,
,,,,3,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,2,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,5,4,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,5,,,,,,,,,,,21,ConditionalSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,1,1.0,2,,,,,,,,,,,,,,,,,,,,2,ANY,
,,,,5,,,,,,,,,,,27,DamageSpell,,,,,0,ANY,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,3
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,2,2,0,false,1,true,,1,true,0,false,[],0,false,,,,,
,,,,3,,,,,,,,,,,59,MetaSpell,,,,,10,WARLOCK,,,,,,,,,0,0,FREE,,2,1.0,1,,,,,,,,,,,,,,,,,,,,2,ANY,
,,,,3,,,,,,,,,,,27,DamageSpell,,,,,10,WARLOCK,,,,,,,,,1,0,FREE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,2
,,,,3,,,,,,,,,,,52,HealSpell,,,,,10,WARLOCK,,,,,,,,,1,0,FREE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,2
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,11,WARRIOR,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,5,5,0,false,0,false,BEAST,0,false,1,true,,0,false,,,,,
,,,,6,,,,,,,,,,,37,DiscoverOptionSpell,1,true,,,11,WARRIOR,,,,,,,,,1,1,COMMON,,13,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,19,WINDFURY,6,,,,,,,,,,,0,AddAttributeSpell,,,,,11,WARRIOR,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,43,UNTARGETABLE_BY_SPELLS,6,,,,,,,,,,,0,AddAttributeSpell,,,,,11,WARRIOR,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,35,DIVINE_SHIELD,6,,,,,,,,,,,0,AddAttributeSpell,,,,,11,WARRIOR,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,36,STEALTH,6,,,,,,,,,,,0,AddAttributeSpell,,,,,11,WARRIOR,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,22,TAUNT,6,,,,,,,,,,,0,AddAttributeSpell,,,,,11,WARRIOR,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,3,,,6,,,,,,,,,,,9,BuffSpell,,,,,11,WARRIOR,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,9,BuffSpell,,,,,11,WARRIOR,,3,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,1,AddDeathrattleSpell,,,,,11,WARRIOR,,,,,,,,,2,1,COMMON,,3,1.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,11,WARRIOR,,,,,,,,,3,1,COMMON,,2,1.0,4,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,4,0,FREE,,,,,0,0.0,5,1,1,,,,,,,,,,[],,,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,4,0,FREE,,,,,0,0.0,5,1,1,,,,,,,,,,[],,,,,,,
,,,,6,,,,,,,,,,,3,AddSpellTriggerSpell,,,,,11,WARRIOR,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,9,BuffSpell,,,,,11,WARRIOR,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,1
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,0,FREE,,,,,1,1.0,1,0,3,,,,,MECH,,,,,,,,,,,,
,,,,1,,,,,,,,,,,121,TransformMinionSpell,,,,,0,ANY,,,,,,,1,true,1,0,FREE,,1,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,2,0,FREE,,,,,0,0.0,3,1,1,,,,,BEAST,,,,,[],,,,,,,
,,,,4,,,,,,,,,,,59,MetaSpell,,,,,7,PRIEST,,,,,,,,,0,2,RARE,,2,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,4,,,,,,,,,,,103,SilenceSpell,,,,,7,PRIEST,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,4,,,,,,,,,,,41,DrawCardSpell,,,,,7,PRIEST,,,,,,,,,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,1
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,10,WARLOCK,,,,,,,,,0,0,FREE,,,,,1,1.0,1,3,5,0,false,0,false,DEMON,0,false,1,true,,0,false,,,,,
,,,,3,,,,,,,,,,,67,ModifyMaxManaSpell,,,,,10,WARLOCK,,,,,,,,,1,0,FREE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,-1
,,,,3,,,,,,,,,,,27,DamageSpell,,,,,10,WARLOCK,,,,,,,,,0,0,FREE,,0,0.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,4
,,,,1,,,,,,,,,,,9,BuffSpell,,,,,9,SHAMAN,,,,,,,,,0,1,COMMON,,0,0.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,3,2,,,,,BEAST,,,,,[],,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,6,PALADIN,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,2,2,0,false,0,false,MURLOC,0,false,0,false,,0,false,,,,,
,,,,2,,,,,,,,,,,38,DiscoverRandomCardSpell,,,,,6,PALADIN,,,,,,,,,1,1,COMMON,,1,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,2,,,,,,,,,,,83,ReceiveCardSpell,,,,,6,PALADIN,,,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,3,2,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,2,,,,,,,,,,,62,MissilesSpell,,,,,0,ANY,3,,,,,,1,true,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,1
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,11,WARRIOR,,,,,,,,,0,0,FREE,,,,,0,0.0,1,2,3,,,,,,,,,,[],,,,,,,
,,,,5,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,5,6,,,,,,,,,,[],,,,,,,
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,1,1.0,1,5,6,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,6,,,,,,,,,,,55,JoustSpell,,,,,0,ANY,,,,,,,,,1,2,RARE,,3,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,6,,,,,,,,,,,59,MetaSpell,,,,,0,ANY,,,,,,,,,2,2,RARE,,2,1.0,3,,,,,,,,,,,,,,,,,,,,,,
,,22,TAUNT,6,,,,,,,,,,,0,AddAttributeSpell,,,,,0,ANY,,,,,,,,,3,2,RARE,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,,35,DIVINE_SHIELD,6,,,,,,,,,,,0,AddAttributeSpell,,,,,0,ANY,,,,,,,,,3,2,RARE,,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,0,5,0,false,0,false,,0,false,1,true,[],0,false,,,,,
,,,,2,,,,,,,,,,,36,DiscoverFilteredCardSpell,,,,,7,PRIEST,,,,,,,,,0,3,EPIC,,1,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,2,,,,,,,,,,,83,ReceiveCardSpell,,,,,7,PRIEST,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,0,3,EPIC,,5,1.0,0,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,0,0.0,1,5,3,0,false,0,false,BEAST,1,true,0,false,[],0,false,,,,,
,,,,1,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,1,1.0,1,1,2,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,1,,,,,,,,,,,55,JoustSpell,,,,,0,ANY,,,,,,,,,1,1,COMMON,,1,1.0,2,,,,,,,,,,,,,,,,,,,,0,NONE,
,1,,,1,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,1,,,,,,,2,1,COMMON,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,113,SummonSpell,,,,,10,WARLOCK,,,,,,,,,0,0,FREE,,1,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,10,WARLOCK,,,,,,,,,1,1,COMMON,,,,,0,0.0,2,6,6,,,,,DEMON,,,,,[],,,,,,,
,,,,2,,,,,,,,,,,20,ConditionalEffectSpell,,,,,11,WARRIOR,,,,,,,,,0,1,COMMON,,2,1.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,2,,,,,,,,,,,27,DamageSpell,,,,,11,WARRIOR,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,2
,,,,2,,,,,,,,,,,41,DrawCardSpell,,,,,11,WARRIOR,,,,,,,,,1,1,COMMON,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,1
,,,,10,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,0,4,LEGENDARY,,,,,0,0.0,1,12,12,0,false,0,false,BEAST,0,false,0,false,[],0,false,,,,,
,,,,6,,,,,,,,,,,59,MetaSpell,,,,,3,DRUID,,,,,,,,,0,3,EPIC,,2,1.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,5,,,6,,,,,,,,,,,9,BuffSpell,,,,,3,DRUID,,5,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,22,TAUNT,6,,,,,,,,,,,0,AddAttributeSpell,,,,,3,DRUID,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,6,,,,,,,,,,,59,MetaSpell,,,,,3,DRUID,,,,,,,,,0,3,EPIC,,8,1.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,6,,,,,,,,,,,113,SummonSpell,,,,,3,DRUID,,,,,,,,,1,3,EPIC,,5,1.0,0,,,,,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,,,,0,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,1,COMMON,,,,,0,0.0,1,1,1,,,,,,,,,,[],,,,,,,
,5,,,6,,,,,,,,,,,9,BuffSpell,,,,,3,DRUID,,5,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,22,TAUNT,6,,,,,,,,,,,0,AddAttributeSpell,,,,,3,DRUID,,,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,0,FREE,,,,,1,1.0,1,2,2,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,3,,,,,,,,,,,27,DamageSpell,,,,,0,ANY,,,,,,,,,1,0,FREE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,2,ANY,1
,,,,9,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,4,LEGENDARY,,,,,1,1.0,1,9,7,0,false,0,false,,0,false,0,false,,0,false,,,,,
,,,,9,,,,,,,,,,,15,ChangeHeroSpell,,,,,0,ANY,,,,,,,,,1,4,LEGENDARY,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,43,EitherOrSpell,,,,,3,DRUID,,,,,,,,,0,0,FREE,,3,1.0,1,,,,,,,,,,,,,,,,,,,,0,NONE,
,,,,2,,,,,,,,,,,83,ReceiveCardSpell,,,,,3,DRUID,,,,,,,,,1,0,FREE,,1,1.0,2,,,,,,,,,,,,,,,,,,0,SELF,,,
,,,,0,,,,,,,,,,,41,DrawCardSpell,,,,,3,DRUID,,,,,,,,,2,0,FREE,,0,0.0,3,,,,,,,,,,,,,,,,,,0,SELF,0,NONE,1
,,,,2,,,,,,,,,,,67,ModifyMaxManaSpell,,,,,3,DRUID,,,,,,,,,1,0,FREE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,1
,,,,4,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,3,EPIC,,,,,1,1.0,1,4,4,,,,,,,,,,,,,,,,,
,1,,,4,,,,,,,,,,,9,BuffSpell,,,,,0,ANY,,1,,,,,,,1,3,EPIC,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,2,,,,,,,,,,,102,ShuffleToDeckSpell,,,,,8,ROGUE,3,,,,,,,,0,1,COMMON,,0,0.0,1,,,,,,,,,,,,,,,,,,,,3,MINIONS,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,8,ROGUE,,,,,,,,,0,2,RARE,,,,,1,1.0,1,2,2,,,,,MECH,,,,,,,,,,,,
,2,,,3,,,,,,,,,,,9,BuffSpell,,,,,8,ROGUE,,2,,,,,1,true,1,2,RARE,,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,113,SummonSpell,,,,,0,ANY,,,,,,,,,0,2,RARE,,,,,1,1.0,1,1,5,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,59,MetaSpell,,,,,0,ANY,,,,,,,,,1,2,RARE,,3,1.0,2,,,,,,,,,,,,,,,,,,,,,,
,,,,3,,,,,,,,,,,27,DamageSpell,,,,,0,ANY,,,,,,,,,2,2,RARE,,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,1
